"user_supplied_name","matched_name","family","symmetry"
"Geranium maculatum","Geranium maculatum","Geraniaceae","actinomorphic"
"Geranium nepalense","Geranium nepalense","Geraniaceae","actinomorphic"
"Geranium robertianum","Geranium robertianum","Geraniaceae","actinomorphic"
"Geranium rotundifolium","Geranium rotundifolium","Geraniaceae","actinomorphic"
"Geranium shikokianum","Geranium shikokianum","Geraniaceae","actinomorphic"
"Alloplectus savanarum","Alloplectus savannarum","Gesneriaceae","zygomorphic"
"Asteranthera ovata","Asteranthera ovata","Gesneriaceae","actinomorphic"
"Besleria longimucronata","Besleria longimucronata","Gesneriaceae","actinomorphic"
"Columnea ericae","Columnea ericae","Gesneriaceae","zygomorphic"
"Drymonia semicordata","Drymonia semicordata","Gesneriaceae","actinomorphic"
"Mitraria coccinea","Mitraria coccinea","Gesneriaceae","actinomorphic"
"Nematanthus australis","Nematanthus australis","Gesneriaceae","zygomorphic"
"Nematanthus crassifolius","Nematanthus crassifolius","Gesneriaceae","zygomorphic"
"Nematanthus fluminensis","Nematanthus fluminensis","Gesneriaceae","zygomorphic"
"Nematanthus fornix","Nematanthus fornix","Gesneriaceae","zygomorphic"
"Nematanthus fritschii","Nematanthus fritschii","Gesneriaceae","zygomorphic"
"Nematanthus gregarius","Nematanthus gregarius","Gesneriaceae","zygomorphic"
"Nematanthus lanceolatus","Nematanthus lanceolatus","Gesneriaceae","zygomorphic"
"Nematanthus sericeus","Nematanthus sericeus","Gesneriaceae","zygomorphic"
"Nematanthus sp1 M_PL_063","Nematanthus","Gesneriaceae","zygomorphic"
"Rhynchotechum discolor","Rhynchotechum discolor","Gesneriaceae","actinomorphic"
"Sinningia cooperi","Sinningia cooperi","Gesneriaceae","actinomorphic"
"Sinningia douglasii","Sinningia douglasii","Gesneriaceae","actinomorphic"
"Sinningia elatior","Sinningia elatior","Gesneriaceae","actinomorphic"
"Sinningia gigantifolia","Sinningia gigantifolia","Gesneriaceae","actinomorphic"
"Sinningia glazioviana","Sinningia glazioviana","Gesneriaceae","actinomorphic"
"Sinningia sp1 M_PL_030","Sinningia","Gesneriaceae","actinomorphic"
"Scaevola frutescens","Scaevola frutescens","Goodeniaceae","actinomorphic"
"Scaevola sericea","Scaevola sericea","Goodeniaceae","actinomorphic"
"Ribes magellanicum","Ribes magellanicum","Grossulariaceae","actinomorphic"
"Ribes maximowiczianum","Ribes maximowiczianum","Grossulariaceae","actinomorphic"
"Heliconia farinosa","Heliconia farinosa","Heliconiaceae","zygomorphic"
"Heliconia psittacorum","Heliconia psittacorum","Heliconiaceae","zygomorphic"
"Heliconia simulans","Heliconia","Heliconiaceae","zygomorphic"
"Heliconia tarumaensis","Heliconia tarumaensis","Heliconiaceae","zygomorphic"
"Ceballosia fruticosa","Ceballosia fruticosa","Heliotropiaceae","actinomorphic"
"Heliotropium europaeum","Heliotropium europaeum","Heliotropiaceae","actinomorphic"
"Heliotropium hirsutissimum","Heliotropium hirsutissimum","Heliotropiaceae","actinomorphic"
"Tournefortia psilostachya","Tournefortia psilostachya","Heliotropiaceae","actinomorphic"
"Humiria balsamifera","Humiria balsamifera","Humiriaceae","actinomorphic"
"Muscari neglectum","Muscari neglectum","Hyacinthaceae","actinomorphic"
"Scilla autumnalis","Scilla autumnalis","Hyacinthaceae","actinomorphic"
"Urginea maritima","Urginea maritima","Hyacinthaceae","actinomorphic"
"Cardiandra alternifolia","Cardiandra alternifolia","Hydrangeaceae","actinomorphic"
"Deutzia crenata","Deutzia crenata","Hydrangeaceae","actinomorphic"
"Deutzia gracilis","Deutzia gracilis","Hydrangeaceae","actinomorphic"
"Deutzia maximowicziana","Deutzia maximowicziana","Hydrangeaceae","actinomorphic"
"Deutzia scabra","Deutzia scabra","Hydrangeaceae","actinomorphic"
"Hydrangea arborescens","Hydrangea arborescens","Hydrangeaceae","actinomorphic"
"Hydrangea hirta","Hydrangea hirta","Hydrangeaceae","actinomorphic"
"Hydrangea luteo-venosa","Hydrangea luteo-venosa","Hydrangeaceae","actinomorphic"
"Hydrangea macrophylla","Hydrangea macrophylla","Hydrangeaceae","actinomorphic"
"Hydrangea paniculata","Hydrangea paniculata","Hydrangeaceae","actinomorphic"
"Hydrangea serrata","Hydrangea serrata","Hydrangeaceae","actinomorphic"
"Hydrangea serratifolia","Hydrangea serratifolia","Hydrangeaceae","actinomorphic"
"Jamesia americana","Jamesia americana","Hydrangeaceae","actinomorphic"
"Philadelphus coronarius","Philadelphus coronarius","Hydrangeaceae","actinomorphic"
"Philadelphus satsumi","Philadelphus satsumi","Hydrangeaceae","actinomorphic"
"Schizophragma hydrangeoides","Schizophragma hydrangeoides","Hydrangeaceae","actinomorphic"
"Hydrocharis dubia","Hydrocharis dubia","Hydrocharitaceae","actinomorphic"
"Hydrophyllum appendiculatum","Hydrophyllum appendiculatum","Hydrophyllaceae","actinomorphic"
"Hydrophyllum virginianum","Hydrophyllum virginianum","Hydrophyllaceae","actinomorphic"
"Phacelia heterophylla","Phacelia heterophylla","Hydrophyllaceae","actinomorphic"
"Phacelia secunda","Phacelia secunda","Hydrophyllaceae","actinomorphic"
"Harungana madagascariensis","Harungana madagascariensis","Hypericaceae","actinomorphic"
"Hypericum ascyron","Hypericum ascyron","Hypericaceae","actinomorphic"
"Hypericum cistifolium","Hypericum cistifolium","Hypericaceae","actinomorphic"
"Hypericum connatum","Hypericum connatum","Hypericaceae","actinomorphic"
"Hypericum empetrifolium","Hypericum empetrifolium","Hypericaceae","actinomorphic"
"Hypericum erectum","Hypericum erectum","Hypericaceae","actinomorphic"
"Hypericum grandifolium","Hypericum grandifolium","Hypericaceae","actinomorphic"
"Hypericum patulum","Hypericum patulum","Hypericaceae","actinomorphic"
"Hypericum perfolatum","Hypericum perfoliatum","Hypericaceae","actinomorphic"
"Hypericum perforatum","Hypericum perforatum","Hypericaceae","actinomorphic"
"Hypericum pseudopetiolatum","Hypericum pseudopetiolatum","Hypericaceae","actinomorphic"
"Hypericum punctatum","Hypericum punctatum","Hypericaceae","actinomorphic"
"Hypericum triquetrifolium","Hypericum triquetrifolium","Hypericaceae","actinomorphic"
"Hypoxis hirsuta","Hypoxis hirsuta","Hypoxidaceae","actinomorphic"
"Alophia lahue","Alophia lahue","Iridaceae","actinomorphic"
"Belamcanda chinensis","Belamcanda chinensis","Iridaceae","actinomorphic"
"Crocus cancellatus","Crocus cancellatus","Iridaceae","actinomorphic"
"Crocus laevigatus","Crocus laevigatus","Iridaceae","actinomorphic"
"Freesia sp1 M_PL_036","Freesia","Iridaceae","actinomorphic"
"Iris hexagona","Iris hexagona","Iridaceae","actinomorphic"
"Iris japonica","Iris japonica","Iridaceae","actinomorphic"
"Iris missouriensis","Iris missouriensis","Iridaceae","actinomorphic"
"Iris pseudacorus","Iris pseudacorus","Iridaceae","actinomorphic"
"Iris pumila","Iris pumila","Iridaceae","actinomorphic"
"Iris rossii","Iris rossii","Iridaceae","actinomorphic"
"Iris sanguinea","Iris sanguinea","Iridaceae","actinomorphic"
"Iris versicolor","Iris versicolor","Iridaceae","actinomorphic"
"Sisyrinchium angustifolium","Sisyrinchium angustifolium","Iridaceae","actinomorphic"
"Sisyrinchium arenarium","Sisyrinchium arenarium","Iridaceae","actinomorphic"
"Sisyrinchium iridifolium","Sisyrinchium iridifolium","Iridaceae","actinomorphic"
"Sisyrinchium junceum","Sisyrinchium junceum","Iridaceae","actinomorphic"
"Itea parviflora","Itea parviflora","Iteaceae","actinomorphic"
"Juncus effusus","Juncus effusus","Juncaceae","actinomorphic"
"Luzula capitata","Luzula capitata","Juncaceae","actinomorphic"
"Agastache nepetoides","Agastache nepetoides","Lamiaceae","zygomorphic"
"Agastache scrophulariaefolia","Agastache scrophulariaefolia","Lamiaceae","zygomorphic"
"Ajuga reptans","Ajuga reptans","Lamiaceae","zygomorphic"
"Ballota acetabulosa","Ballota acetabulosa","Lamiaceae","zygomorphic"
"Blephilia ciliata","Blephilia ciliata","Lamiaceae","zygomorphic"
"Blephilia hirsuta","Blephilia hirsuta","Lamiaceae","zygomorphic"
"Callicarpa japonica","Callicarpa japonica","Lamiaceae","zygomorphic"
"Caryopteris divaricata","Caryopteris divaricata","Lamiaceae","zygomorphic"
"Cedronella canariensis","Cedronella canariensis","Lamiaceae","zygomorphic"
"Clerodendron trichotomum","Clerodendron trichotomum","Lamiaceae","zygomorphic"
"Clerodendrum trichotomum","Clerodendrum trichotomum","Lamiaceae","zygomorphic"
"Clinopodium micranthum","Clinopodium micranthum","Lamiaceae","zygomorphic"
"Cornutia pyramidata","Cornutia pyramidata","Lamiaceae","zygomorphic"
"Glechoma hederacea","Glechoma hederacea","Lamiaceae","zygomorphic"
"Hedeoma pulegioides","Hedeoma pulegioides","Lamiaceae","zygomorphic"
"Hyptis conferta","Hyptis conferta","Lamiaceae","zygomorphic"
"Hyptis pectinata","Hyptis pectinata","Lamiaceae","zygomorphic"
"Isodon inflexus","Isodon inflexus","Lamiaceae","zygomorphic"
"Lamium amplexicaule","Lamium amplexicaule","Lamiaceae","zygomorphic"
"Lavandula buchii","Lavandula buchii","Lamiaceae","zygomorphic"
"Lavandula stoechas","Lavandula stoechas","Lamiaceae","zygomorphic"
"Leonurus cardiaca","Leonurus cardiaca","Lamiaceae","zygomorphic"
"Leucosceptrum stellipilum","Leucosceptrum stellipilum","Lamiaceae","zygomorphic"
"Lycopus americanus","Lycopus americanus","Lamiaceae","zygomorphic"
"Marrubium vulgare","Marrubium vulgare","Lamiaceae","zygomorphic"
"Meehania urticifolia","Meehania urticifolia","Lamiaceae","zygomorphic"
"Mentha aquatica","Mentha aquatica","Lamiaceae","zygomorphic"
"Mentha arvensis","Mentha arvensis","Lamiaceae","zygomorphic"
"Mentha longifolia","Mentha longifolia","Lamiaceae","zygomorphic"
"Monarda bradburiana","Monarda bradburiana","Lamiaceae","zygomorphic"
"Monarda fistulosa","Monarda fistulosa","Lamiaceae","zygomorphic"
"Mosla dianthera","Mosla dianthera","Lamiaceae","zygomorphic"
"Nepeta cataria","Nepeta cataria","Lamiaceae","zygomorphic"
"Phlomis fructicosa","Phlomis fruticosa","Lamiaceae","zygomorphic"
"Physostegia virginiana","Physostegia virginiana","Lamiaceae","zygomorphic"
"Prasium majus","Prasium majus","Lamiaceae","zygomorphic"
"Premna microphylla","Premna microphylla","Lamiaceae","zygomorphic"
"Premna serratifolia","Premna serratifolia","Lamiaceae","zygomorphic"
"Prostanthera cuneata","Prostanthera cuneata","Lamiaceae","zygomorphic"
"Prunella vulgaris","Prunella vulgaris","Lamiaceae","zygomorphic"
"Pycnanthemum pilosum","Pycnanthemum pilosum","Lamiaceae","zygomorphic"
"Pycnanthemum virginianum","Pycnanthemum virginianum","Lamiaceae","zygomorphic"
"Rosmarinus officinalis","Rosmarinus officinalis","Lamiaceae","zygomorphic"
"Salvia elegans","Salvia elegans","Lamiaceae","zygomorphic"
"Salvia glabrescens","Salvia glabrescens","Lamiaceae","zygomorphic"
"Salvia japonica","Salvia japonica","Lamiaceae","zygomorphic"
"Salvia mocinoi","Salvia mocinoi","Lamiaceae","zygomorphic"
"Salvia verbenaca","Salvia verbenaca","Lamiaceae","zygomorphic"
"Satureja thymbra","Satureja thymbra","Lamiaceae","zygomorphic"
"Scutellaria lateriflora","Scutellaria lateriflora","Lamiaceae","zygomorphic"
"Scutellaria parvula","Scutellaria parvula","Lamiaceae","zygomorphic"
"Scutellaria resinosa","Scutellaria resinosa","Lamiaceae","zygomorphic"
"Sideritis nervosa","Sideritis nervosa","Lamiaceae","zygomorphic"
"Stachys cretica","Stachys cretica","Lamiaceae","zygomorphic"
"Stachys palustris","Stachys palustris","Lamiaceae","zygomorphic"
"Stachys sylvatica","Stachys sylvatica","Lamiaceae","zygomorphic"
"Teucrium canadense","Teucrium canadense","Lamiaceae","zygomorphic"
"Teucrium polium","Teucrium polium","Lamiaceae","zygomorphic"
"Thymus capitatus","Thymus capitatus","Lamiaceae","zygomorphic"
"Thymus mastichina","Thymus mastichina","Lamiaceae","zygomorphic"
"Vitex cannabifolia","Vitex cannabifolia","Lamiaceae","zygomorphic"
"Vitex rotundifolia","Vitex rotundifolia","Lamiaceae","zygomorphic"
"Akebia quinata","Akebia quinata","Lardizabalaceae","actinomorphic"
"Stauntonia hexaPhylla","Stauntonia hexaphylla","Lardizabalaceae","actinomorphic"
"Appolonias barbujana","Apollonias barbujana","Lauraceae","actinomorphic"
"Cinnamomum camphora","Cinnamomum camphora","Lauraceae","actinomorphic"
"Cinnamomum doederleinii","Cinnamomum doederleinii","Lauraceae","actinomorphic"
"Cinnamomum verum","Cinnamomum verum","Lauraceae","actinomorphic"
"Laurus azorica","Laurus azorica","Lauraceae","actinomorphic"
"Lindera obtusiloba","Lindera obtusiloba","Lauraceae","actinomorphic"
"Lindera umbellata","Lindera umbellata","Lauraceae","actinomorphic"
"Litsea japonica","Litsea japonica","Lauraceae","actinomorphic"
"Machitus thunbergii","Machilus thunbergii","Lauraceae","actinomorphic"
"Nectandra coriacea","Nectandra coriacea","Lauraceae","actinomorphic"
"Persea maericana","Persea americana","Lauraceae","actinomorphic"
"Barringtonia racemosa","Barringtonia racemosa","Lecythidaceae","actinomorphic"
"Pinguicula alpina","Pinguicula alpina","Lentibulariaceae","zygomorphic"
"Calochortus gunnisoni","Calochortus gunnisoni","Liliaceae","actinomorphic"
"Clintonia borealis","Clintonia borealis","Liliaceae","actinomorphic"
"Erythronium albidum","Erythronium albidum","Liliaceae","actinomorphic"
"Erythronium umbilicatum","Erythronium umbilicatum","Liliaceae","actinomorphic"
"Fritillaria graeca","Fritillaria graeca","Liliaceae","actinomorphic"
"Gagea granatelli","Gagea granatelli","Liliaceae","actinomorphic"
"Lilium leichtlinii","Lilium leichtlinii","Liliaceae","actinomorphic"
"Lilium superbum","Lilium superbum","Liliaceae","actinomorphic"
"Medeola virginiana","Medeola virginiana","Liliaceae","actinomorphic"
"Tricyrtis hirta","Tricyrtis hirta","Liliaceae","actinomorphic"
"Linum catharticum","Linum catharticum","Linaceae","actinomorphic"
"Linum sp1 M_PL_058","Linum","Linaceae","actinomorphic"
"Linum strictum","Linum strictum","Linaceae","actinomorphic"
"Lindernia procumbens","Lindernia procumbens","Linderniaceae","zygomorphic"
"Linnaea borealis","Linnaea borealis","Linnaeaceae","actinomorphic"
"Blumenbachia insignis","Blumenbachia insignis","Loasaceae","actinomorphic"
"Caiophora coronata","Caiophora coronata","Loasaceae","actinomorphic"
"Loasa heterophylla","Loasa heterophylla","Loasaceae","actinomorphic"
"Mentzelia aspera","Mentzelia aspera","Loasaceae","actinomorphic"
"Mentzelia multiflora","Mentzelia multiflora","Loasaceae","actinomorphic"
"Scypanthus elegans","Scyphanthus elegans","Loasaceae","actinomorphic"
"Geniostoma borbonicum","Geniostoma borbonicum","Loganiaceae","actinomorphic"
"Gaiadendron punctatum","Gaiadendron punctatum","Loranthaceae","actinomorphic"
"Psittacanthus calyculatus","Psittacanthus calyculatus","Loranthaceae","actinomorphic"
"Psittacanthus flavo viridis","Psittacanthus","Loranthaceae","actinomorphic"
"Tristerix corymbosus","Tristerix corymbosus","Loranthaceae","actinomorphic"
"Tristerix longebracteatus","Tristerix longebracteatus","Loranthaceae","actinomorphic"
"Viola pseudo-japonica","Viola pseudo-japonica","Lycaenidae","zygomorphic"
"Ammannia coccinea","Ammannia coccinea","Lythraceae","actinomorphic"
"Cuphea racemosa","Cuphea racemosa","Lythraceae","actinomorphic"
"Lagerstroemia subcostata","Lagerstroemia subcostata","Lythraceae","actinomorphic"
"Lythrum alatum","Lythrum alatum","Lythraceae","actinomorphic"
"Lythrum anceps","Lythrum anceps","Lythraceae","actinomorphic"
"Lythrum salicaria","Lythrum salicaria","Lythraceae","actinomorphic"
"Pemphis acidula","Pemphis acidula","Lythraceae","actinomorphic"
"Magnolia salicifolia","Magnolia salicifolia","Magnoliaceae","actinomorphic"
"Banisteriopsis muricata","Banisteriopsis muricata","Malpighiaceae","actinomorphic"
"Banisteriopsis schizoptera","Banisteriopsis schizoptera","Malpighiaceae","actinomorphic"
"Banisteriopsis stellaris","Banisteriopsis stellaris","Malpighiaceae","actinomorphic"
"Byrsonima gardnerana","Byrsonima gardnerana","Malpighiaceae","actinomorphic"
"Byrsonima sp1 M_PL_040","Byrsonima","Malpighiaceae","actinomorphic"
"Byrsonima spicata","Byrsonima spicata","Malpighiaceae","actinomorphic"
"Carolus chasei","Carolus chasei","Malpighiaceae","actinomorphic"
"Dicella bracteosa","Dicella bracteosa","Malpighiaceae","actinomorphic"
"Diplopterys pubipetala","Diplopterys pubipetala","Malpighiaceae","actinomorphic"
"Heteropterys sp2 M_PL_059","Heteropterys","Malpighiaceae","actinomorphic"
"Janusia anisandra","Janusia anisandra","Malpighiaceae","actinomorphic"
"Malpighia glabra","Malpighia glabra","Malpighiaceae","actinomorphic"
"Stigmaphyllon auriculatum","Stigmaphyllon auriculatum","Malpighiaceae","actinomorphic"
"Stigmaphyllon ciliatum","Stigmaphyllon ciliatum","Malpighiaceae","actinomorphic"
"Stigmaphyllon diversifolium","Stigmaphyllon diversifolium","Malpighiaceae","actinomorphic"
"Stigmaphyllon paralias","Stigmaphyllon paralias","Malpighiaceae","actinomorphic"
"Abelmoschus manihot","Abelmoschus manihot","Malvaceae","actinomorphic"
"Abutilon theophrasti","Abutilon theophrasti","Malvaceae","actinomorphic"
"Alcea pallida","Alcea pallida","Malvaceae","actinomorphic"
"Bastardia viscosa","Bastardia viscosa","Malvaceae","actinomorphic"
"Ceiba aesculifolia","Ceiba aesculifolia","Malvaceae","actinomorphic"
"Ceiba glaziovii","Ceiba glaziovii","Malvaceae","actinomorphic"
"Gossypium barbadense","Gossypium barbadense","Malvaceae","actinomorphic"
"Gossypium sp1 M_PL_026","Gossypium","Malvaceae","actinomorphic"
"Guazuma ulmifolia","Guazuma ulmifolia","Malvaceae","actinomorphic"
"Heritiera littoralis","Heritiera littoralis","Malvaceae","actinomorphic"
"Hibiscus hamabo","Hibiscus hamabo","Malvaceae","actinomorphic"
"Hibiscus lasiocarpos","Hibiscus lasiocarpos","Malvaceae","actinomorphic"
"Hibiscus syriacus","Hibiscus syriacus","Malvaceae","actinomorphic"
"Hibiscus teliaceus","Hibiscus tiliaceus","Malvaceae","actinomorphic"
"Hibiscus tiliaceus","Hibiscus tiliaceus","Malvaceae","actinomorphic"
"Hibiscus trionum","Hibiscus trionum","Malvaceae","actinomorphic"
"Hoheria glabrata","Hoheria glabrata","Malvaceae","actinomorphic"
"Lecanophora heterophylla","Lecanophora heterophylla","Malvaceae","actinomorphic"
"Malva sylvestris","Malva sylvestris","Malvaceae","actinomorphic"
"Malvastrum coromandelianum","Malvastrum coromandelianum","Malvaceae","actinomorphic"
"Melochia nodiflora","Melochia nodiflora","Malvaceae","actinomorphic"
"Melochia tomentosa","Melochia tomentosa","Malvaceae","actinomorphic"
"Sida acuta","Sida acuta","Malvaceae","actinomorphic"
"Sida paniculata","Sida paniculata","Malvaceae","actinomorphic"
"Sida rhombifolia","Sida rhombifolia","Malvaceae","actinomorphic"
"Sida spinosa","Sida spinosa","Malvaceae","actinomorphic"
"Spirotheca rivieri","Spirotheca rivieri","Malvaceae","actinomorphic"
"Tarasa humilis","Tarasa humilis","Malvaceae","actinomorphic"
"Thespesia populnea","Thespesia populnea","Malvaceae","actinomorphic"
"Tilia americana","Tilia americana","Malvaceae","actinomorphic"
