Host,Parasite
Stenella frontalis,Anisakis typica
Stenella longirostris,Anisakis typica
Tursiops truncatus,Anisakis typica
Ziphius cavirostris,Anisakis typica
Mesoplodon layardii,Anisakis ziphidarum
Ziphius cavirostris,Anisakis ziphidarum
Somateria mollissima,Capillaria anatis
Phalacrocorax auritus,Capillaria contorta
Phalacrocorax brasilianus,Capillaria contorta
Pelecanus erythrorhynchos,Contracaecum multipapillatum
Arctocephalus australis,Contracaecum ogmorhini
Arctocephalus pusillus,Contracaecum ogmorhini
Arctocephalus tropicalis,Contracaecum ogmorhini
Mirounga leonina,Contracaecum ogmorhini
Lagenorhynchus albirostris,Contracaecum osculatum
Mirounga angustirostris,Contracaecum osculatum
Pelecanus erythrorhynchos,Cosmocephalus obvelatus
Somateria mollissima,Cosmocephalus obvelatus
Spheniscus magellanicus,Cosmocephalus obvelatus
Uria aalge,Cosmocephalus obvelatus
Mesoplodon mirus,Crassicauda anthonyi
Physeter macrocephalus,Crassicauda anthonyi
Ziphius cavirostris,Crassicauda anthonyi
Balaenoptera musculus,Crassicauda boopis
Globicephala melas,Crassicauda carbonelli
Balaena mysticetus,Crassicauda crassicauda
Balaenoptera acutorostrata,Crassicauda crassicauda
Delphinus delphis,Crassicauda crassicauda
Tursiops truncatus,Crassicauda crassicauda
Ziphius cavirostris,Crassicauda crassicauda
Kogia breviceps,Crassicauda duguyi
Ziphius cavirostris,Crassicauda giliakiana
Grampus griseus,Crassicauda grampicola
Lagenorhynchus acutus,Crassicauda grampicola
Stenella coeruleoalba,Crassicauda grampicola
Tursiops truncatus,Crassicauda grampicola
Kogia breviceps,Crassicauda magna
Phalacrocorax auritus,Desmidocercella skrjabini
Larus cachinnans,Eucoleus contortus
Cystophora cristata,Filaroides gymnurus
Pagophilus groenlandicus,Filaroides gymnurus
Erignathus barbatus,Filaroides gymnurus
Halichoerus grypus,Filaroides gymnurus
Phoca largha,Filaroides gymnurus
Halichoerus grypus,Filaroides hispidus
Sotalia fluviatilis,Halocercus brasiliensis
Sotalia guianensis,Halocercus brasiliensis
Delphinus delphis,Halocercus delphini
Stenella coeruleoalba,Halocercus delphini
Tursiops truncatus,Halocercus delphini
Delphinus delphis,Halocercus kleinenbergi
Lagenorhynchus acutus,Halocercus lagenorhynchi
Lagenorhynchus albirostris,Halocercus lagenorhynchi
Tursiops truncatus,Halocercus lagenorhynchi
Delphinapterus leucas,Halocercus monoceris
Feresa attenuata,Halocercus or
Phocoena phocoena,Halocercus ponticus
Tursiops truncatus,Halocercus ponticus
Delphinapterus leucas,Halocercus taurica
Phocoena phocoena,Halocercus taurica
Tursiops truncatus,Halocercus taurica
Trichechus manatus,Heterocheilus tunicatus
Halichoerus grypus,Hysterothylacium auctum
Phoca largha,Hysterothylacium auctum
Cystophora cristata,Otostrongylus circumlitus
Halichoerus grypus,Otostrongylus circumlitus
Pagophilus groenlandicus,Otostrongylus circumlitus
Uria aalge,Paracuaria tridentata
Phoca largha,Parafilaroides decorus
Phoca largha,Parafilaroides gymnurus
Megaptera novaeangliae,Pharurus alatus
Cystophora cristata,Phocascaris cystophorae
Pagophilus groenlandicus,Phocascaris cystophorae
Cystophora cristata,Phocascaris phocae
Halichoerus grypus,Phocascaris phocae
Pagophilus groenlandicus,Phocascaris phocae
Phoca largha,Phocascaris phocae
Lagenorhynchus acutus,Pseudalius inflexus
Kogia breviceps,Pseudoterranova ceticola
Delphinapterus leucas,Pseudoterranova decipiens
Halichoerus grypus,Raphidascaris acus
Phoca largha,Raphidascaris acus
Delphinus delphis,Skrjabinalius cryptocephalus
Delphinus delphis,Skrjabinalius guevarai
Stenella coeruleoalba,Skrjabinalius guevarai
Tursiops truncatus,Skrjabinalius guevarai
Feresa attenuata,Stenurus globicephalae
Grampus griseus,Stenurus globicephalae
Lagenorhynchus acutus,Stenurus globicephalae
Peponocephala electra,Stenurus globicephalae
Pseudorca crassidens,Stenurus globicephalae
Delphinapterus leucas,Stenurus minor
Grampus griseus,Stenurus minor
Phocoena phocoena,Stenurus minor
Tursiops truncatus,Stenurus minor
Physeter macrocephalus,Stenurus ovatus
Stenella coeruleoalba,Stenurus ovatus
Tursiops truncatus,Stenurus ovatus
Phalacrocorax auritus,Syncuaria squamata
Phalacrocorax brasilianus,Syncuaria squamata
Kogia breviceps,Terranova ceticola
Balaenoptera acutorostrata,Terranova decipiens
Monodon monoceros,Terranova decipiens
Monodon monoceros,Torynurus alatus
Globicephala melas,Torynurus convolutus
Lagenorhynchus acutus,Torynurus convolutus
Chlamydosaurus kingii,Abbreviata anomala
Pogona minor,Abbreviata anomala
Pogona mitchelli,Abbreviata anomala
Acanthophis antarcticus,Abbreviata antarctica
Amphibolurus muricatus,Abbreviata antarctica
Austrelaps superbus,Abbreviata antarctica
Echiopsis curta,Abbreviata antarctica
Notechis scutatus,Abbreviata antarctica
Pogona microlepidota,Abbreviata antarctica
Pogona minor,Abbreviata antarctica
Pogona nullarbor,Abbreviata antarctica
Pseudechis australis,Abbreviata antarctica
Varanus acanthurus,Abbreviata antarctica
Varanus giganteus,Abbreviata antarctica
Varanus glebopalma,Abbreviata antarctica
Varanus gouldii,Abbreviata antarctica
Varanus rosenbergi,Abbreviata antarctica
Varanus tristis,Abbreviata antarctica
Varanus varius,Abbreviata antarctica
Phyllurus platurus,Abbreviata bancrofti
Pseudechis australis,Abbreviata barrowi
Pseudonaja nuchalis,Abbreviata barrowi
Varanus panoptes,Abbreviata barrowi
Varanus varius,Abbreviata clelandi
Acanthophis antarcticus,Abbreviata confusa
Chlamydosaurus kingii,Abbreviata confusa
Demansia psammophis,Abbreviata confusa
Demansia reticulata,Abbreviata confusa
Notechis scutatus,Abbreviata confusa
Pseudechis australis,Abbreviata confusa
Pseudechis porphyriacus,Abbreviata confusa
Pseudonaja inframacula,Abbreviata confusa
Pseudonaja nuchalis,Abbreviata confusa
Pseudonaja textilis,Abbreviata confusa
Suta suta,Abbreviata confusa
Varanus acanthurus,Abbreviata confusa
Varanus giganteus,Abbreviata confusa
Varanus glauerti,Abbreviata confusa
Varanus glebopalma,Abbreviata confusa
Varanus gouldii,Abbreviata confusa
Varanus mitchelli,Abbreviata confusa
Varanus scalaris,Abbreviata confusa
Varanus storri,Abbreviata confusa
Varanus tristis,Abbreviata confusa
Varanus varius,Abbreviata confusa
Demansia psammophis,Abbreviata demansiae
Varanus glebopalma,Abbreviata glebopalmae
Varanus glauerti,Abbreviata kimberleyensis
Varanus glebopalma,Abbreviata kimberleyensis
Varanus tristis,Abbreviata kimberleyensis
Pseudechis australis,Abbreviata kumarinae
Varanus giganteus,Abbreviata kumarinae
Varanus caudolineatus,Abbreviata levicauda
Varanus giganteus,Abbreviata levicauda
Varanus gouldii,Abbreviata levicauda
Varanus panoptes,Abbreviata levicauda
Varanus rosenbergi,Abbreviata levicauda
Varanus tristis,Abbreviata levicauda
Varanus giganteus,Abbreviata perenticola
Pogona minor,Abbreviata pilbarensis
Pogona mitchelli,Abbreviata pilbarensis
Ctenophorus isolepis,Abbreviata tumidocapitis
Diplodactylus pulcher,Abbreviata tumidocapitis
Varanus giganteus,Abbreviata tumidocapitis
Varanus gouldii,Abbreviata tumidocapitis
Varanus panoptes,Abbreviata tumidocapitis
Varanus rosenbergi,Abbreviata tumidocapitis
Varanus tristis,Abbreviata tumidocapitis
Varanus gouldii,Abbreviata varani
Varanus varius,Abbreviata varani
Trichosurus caninus,Adelonema trichosuri
Macropus giganteus,Alocostoma clelandi
Macropus robustus,Alocostoma clelandi
Macropus antilopinus,Alocostoma propinquum
Macropus giganteus,Alocostoma propinquum
Macropus robustus,Alocostoma propinquum
Thylogale billardierii,Amphicephaloides thylogale
Thylogale stigmatica,Amphicephaloides thylogale
Thylogale thetis,Amphicephaloides thylogale
Rattus fuscipes,Anatrichosoma haycocki
Rattus sordidus,Ancistronema coronatum
Canis lupus,Ancylostoma caninum
Felis catus,Ancylostoma caninum
Vulpes vulpes,Ancylostoma caninum
Felis catus,Ancylostoma ceylanicum
Felis catus,Ancylostoma tubaeforme
Melomys burtoni,Angiostrongylus cantonensis
Rattus sordidus,Angiostrongylus cantonensis
Rattus fuscipes,Angiostrongylus mackerrasae
Rattus lutreolus,Angiostrongylus mackerrasae
Rattus norvegicus,Angiostrongylus mackerrasae
Mirounga leonina,Anisakis simplex
Hydromys chrysogaster,Antechiniella sertatum
Hydromys chrysogaster,Antechiniella suffodiax
Rattus fuscipes,Antechiniella suffodiax
Rattus lutreolus,Antechiniella suffodiax
Antechinus swainsonii,Antechinostrongylus disgubernaculus
Equus caballus,Ascaris megalocephala
Heleioporus eyrei,Austraplectana kartanum
Litoria nasuta,Austraplectana kartanum
Petrogale assimilis,Austrostrongylus petrogale
Petrogale godmani,Austrostrongylus petrogale
Petrogale penicillata,Austrostrongylus petrogale
Petrogale inornata,Austrostrongylus safestatus
Petrogale persephone,Austrostrongylus safestatus
Wallabia bicolor,Austrostrongylus victoriensis
Petauroides volans,Austroxyuris finlaysoni
Planigale gilesi,Bainechina rossiae
Planigale ingrami,Bainechina rossiae
Planigale maculata,Bainechina rossiae
Sminthopsis macroura,Bainechina rossiae
Vombatus ursinus,Baylisascaris tasmaniensis
Macropus agilis,Beveridgea corneri
Myrmecobius fasciatus,Beveridgiella calabyi
Myrmecobius fasciatus,Beveridgiella inglisi
Aepyprymnus rufescens,Breinlia boltoni
Macropus agilis,Breinlia boltoni
Onychogalea unguifera,Breinlia mundayi
Onychogalea unguifera,Breinlia rarum
Onychogalea fraenata,Breinlia annulipapillatum
Onychogalea unguifera,Breinlia annulipapillatum
Crocodylus porosus,Brevimulticaecum australiensis
Chelodina expansa,Camallanus chelonius
Emydura macquarii,Camallanus chelonius
Felis catus,Capillaria aerophila
Rusa timorensis,Capillaria bovis
Crocodylus porosus,Capillaria crocodilus
Rattus fuscipes,Capillaria gastrica
Rattus lutreolus,Capillaria gastrica
Melomys cervinipes,Capillaria hepatica
Mus musculus,Capillaria hepatica
Rattus fuscipes,Capillaria hepatica
Uromys caudimaculatus,Capillaria hepatica
Miniopterus schreibersii,Capillaria miniopterae
Rattus fuscipes,Capillaria praeputialis
Thylogale stigmatica,Cassunema exiguum
Thylogale thetis,Cassunema exiguum
Ornithorhynchus anatinus,Cercopithifilaria johnstoni
Rattus fuscipes,Cercopithifilaria johnstoni
Rattus lutreolus,Cercopithifilaria johnstoni
Uromys caudimaculatus,Cercopithifilaria johnstoni
Dasycercus cristicauda,Chabaudechina haycocki
Sminthopsis macroura,Chabaudechina presidentei
Sminthopsis virginiae,Chabaudechina presidentei
Sminthopsis youngsoni,Chabaudechina presidentei
Onychogalea unguifera,Cloacina aedon
Macropus parma,Cloacina annulata
Wallabia bicolor,Cloacina annulata
Macropus agilis,Cloacina antigone
Macropus dorsalis,Cloacina antigone
Wallabia bicolor,Cloacina antigone
Macropus dorsalis,Cloacina antiope
Macropus rufus,Cloacina ares
Wallabia bicolor,Cloacina ares
Macropus fuliginosus,Cloacina artemis
Macropus giganteus,Cloacina artemis
Aepyprymnus rufescens,Cloacina australis
Macropus agilis,Cloacina australis
Macropus giganteus,Cloacina australis
Macropus parryi,Cloacina australis
Petrogale persephone,Cloacina australis
Macropus dorsalis,Cloacina bancroftorum
Thylogale thetis,Cloacina bancroftorum
Macropus dorsalis,Cloacina burnettiana
Macropus parma,Cloacina burnettiana
Setonix brachyurus,Cloacina cadmus
Petrogale assimilis,Cloacina caenis
Petrogale brachyotis,Cloacina caenis
Petrogale coenensis,Cloacina caenis
Petrogale godmani,Cloacina caenis
Petrogale herberti,Cloacina caenis
Petrogale inornata,Cloacina caenis
Petrogale lateralis,Cloacina caenis
Petrogale mareeba,Cloacina caenis
Petrogale sharmani,Cloacina caenis
Petrogale xanthopus,Cloacina caenis
Wallabia bicolor,Cloacina castor
Setonix brachyurus,Cloacina ceres
Setonix brachyurus,Cloacina chiron
Setonix brachyurus,Cloacina circe
Macropus eugenii,Cloacina clarkae
Petrogale inornata,Cloacina cloelia
Petrogale persephone,Cloacina cloelia
Thylogale stigmatica,Cloacina cloelia
Thylogale thetis,Cloacina cloelia
Macropus robustus,Cloacina clymene
Macropus agilis,Cloacina communis
Macropus antilopinus,Cloacina communis
Macropus parryi,Cloacina communis
Macropus robustus,Cloacina communis
Onychogalea unguifera,Cloacina communis
Petrogale xanthopus,Cloacina communis
Wallabia bicolor,Cloacina communis
Macropus agilis,Cloacina cornuta
Macropus antilopinus,Cloacina cornuta
Macropus robustus,Cloacina cornuta
Thylogale brunii,Cloacina cornuta
Wallabia bicolor,Cloacina cornuta
Macropus eugenii,Cloacina curta
Macropus fuliginosus,Cloacina curta
Macropus irma,Cloacina curta
Macropus robustus,Cloacina curta
Petrogale lateralis,Cloacina curta
Petrogale xanthopus,Cloacina curta
Petrogale persephone,Cloacina cybele
Thylogale stigmatica,Cloacina cybele
Thylogale thetis,Cloacina cybele
Petrogale persephone,Cloacina dahli
Thylogale stigmatica,Cloacina dahli
Macropus fuliginosus,Cloacina daveyi
Macropus giganteus,Cloacina daveyi
Macropus robustus,Cloacina daveyi
Petrogale xanthopus,Cloacina daveyi
Macropus agilis,Cloacina digitata
Macropus dorsalis,Cloacina digitata
Petrogale herberti,Cloacina digitata
Petrogale penicillata,Cloacina digitata
Macropus antilopinus,Cloacina dindymene
Macropus robustus,Cloacina dindymene
Macropus antilopinus,Cloacina dirce
Macropus robustus,Cloacina dirce
Macropus robustus,Cloacina dis
Macropus dorsalis,Cloacina dryope
Macropus robustus,Cloacina dubia
Macropus antilopinus,Cloacina echidne
Macropus robustus,Cloacina echidne
Petrogale lateralis,Cloacina echidne
Wallabia bicolor,Cloacina echidne
Wallabia bicolor,Cloacina edwardsi
Macropus antilopinus,Cloacina eileithyia
Macropus robustus,Cloacina eileithyia
Macropus fuliginosus,Cloacina elegans
Petrogale lateralis,Cloacina elegans
Petrogale brachyotis,Cloacina enyo
Wallabia bicolor,Cloacina eos
Macropus robustus,Cloacina epona
Petrogale lateralis,Cloacina ernabella
Macropus fuliginosus,Cloacina expansa
Macropus giganteus,Cloacina expansa
Macropus dorsalis,Cloacina feronia
Macropus giganteus,Cloacina feronia
Macropus robustus,Cloacina feronia
Petrogale assimilis,Cloacina feronia
Petrogale xanthopus,Cloacina feronia
Macropus antilopinus,Cloacina frequens
Macropus fuliginosus,Cloacina frequens
Macropus robustus,Cloacina frequens
Petrogale lateralis,Cloacina frequens
Petrogale xanthopus,Cloacina frequens
Macropus dorsalis,Cloacina gallardi
Wallabia bicolor,Cloacina gallardi
Macropus dorsalis,Cloacina hebe
Macropus dorsalis,Cloacina hecuba
Macropus fuliginosus,Cloacina hera
Macropus giganteus,Cloacina hera
Macropus agilis,Cloacina herceus
Macropus fuliginosus,Cloacina herceus
Macropus giganteus,Cloacina herceus
Macropus parryi,Cloacina herceus
Macropus robustus,Cloacina herceus
Macropus rufus,Cloacina herceus
Petrogale assimilis,Cloacina herceus
Petrogale godmani,Cloacina herceus
Petrogale inornata,Cloacina herceus
Petrogale sharmani,Cloacina herceus
Wallabia bicolor,Cloacina herceus
Macropus fuliginosus,Cloacina hermes
Macropus giganteus,Cloacina hermes
Macropus fuliginosus,Cloacina hestia
Macropus giganteus,Cloacina hestia
Macropus fuliginosus,Cloacina hydriformis
Macropus giganteus,Cloacina hydriformis
Macropus robustus,Cloacina hydriformis
Macropus rufus,Cloacina hydriformis
Petrogale assimilis,Cloacina hydriformis
Petrogale godmani,Cloacina hydriformis
Petrogale inornata,Cloacina hydriformis
Petrogale lateralis,Cloacina hydriformis
Petrogale penicillata,Cloacina hydriformis
Petrogale xanthopus,Cloacina hydriformis
Macropus dorsalis,Cloacina hysipyle
Macropus rufus,Cloacina inflata
Petrogale assimilis,Cloacina io
Wallabia bicolor,Cloacina io
Macropus parryi,Cloacina ips
Macropus antilopinus,Cloacina ixion
Macropus parryi,Cloacina ixion
Macropus robustus,Cloacina ixion
Macropus eugenii,Cloacina kartana
Setonix brachyurus,Cloacina laius
Macropus agilis,Cloacina leto
Macropus giganteus,Cloacina leto
Macropus fuliginosus,Cloacina liebigi
Macropus rufus,Cloacina liebigi
Macropus dorsalis,Cloacina linstowi
Macropus rufogriseus,Cloacina linstowi
Wallabia bicolor,Cloacina littoralis
Petrogale lateralis,Cloacina lityerses
Macropus robustus,Cloacina longelabiata
Petrogale assimilis,Cloacina longelabiata
Petrogale lateralis,Cloacina longelabiata
Macropus agilis,Cloacina macropodis
Macropus antilopinus,Cloacina macropodis
Macropus eugenii,Cloacina macropodis
Macropus fuliginosus,Cloacina macropodis
Macropus parryi,Cloacina macropodis
Macropus robustus,Cloacina macropodis
Macropus rufus,Cloacina macropodis
Onychogalea unguifera,Cloacina macropodis
Petrogale lateralis,Cloacina macropodis
Petrogale xanthopus,Cloacina macropodis
Thylogale stigmatica,Cloacina macropodis
Wallabia bicolor,Cloacina macropodis
Macropus agilis,Cloacina magnipapillata
Macropus fuliginosus,Cloacina magnipapillata
Macropus giganteus,Cloacina magnipapillata
Macropus parryi,Cloacina magnipapillata
Macropus robustus,Cloacina magnipapillata
Macropus dorsalis,Cloacina maia
Wallabia bicolor,Cloacina mawsonae
Onychogalea unguifera,Cloacina metis
Macropus agilis,Cloacina minor
Macropus parryi,Cloacina minor
Macropus robustus,Cloacina minor
Petrogale godmani,Cloacina minor
Macropus rufogriseus,Cloacina mundayi
Thylogale billardierii,Cloacina mundayi
Macropus antilopinus,Cloacina nike
Macropus parryi,Cloacina nike
Macropus robustus,Cloacina nike
Onychogalea unguifera,Cloacina nike
Macropus parma,Cloacina niobe
Macropus fuliginosus,Cloacina obtusa
Macropus giganteus,Cloacina obtusa
Wallabia bicolor,Cloacina papillata
Wallabia bicolor,Cloacina papillatissima
Macropus antilopinus,Cloacina parva
Macropus fuliginosus,Cloacina parva
Macropus robustus,Cloacina parva
Petrogale assimilis,Cloacina parva
Petrogale brachyotis,Cloacina parva
Petrogale godmani,Cloacina parva
Petrogale inornata,Cloacina parva
Petrogale lateralis,Cloacina parva
Petrogale penicillata,Cloacina parva
Petrogale persephone,Cloacina parva
Wallabia bicolor,Cloacina parva
Petrogale assimilis,Cloacina pearsoni
Petrogale brachyotis,Cloacina pearsoni
Petrogale coenensis,Cloacina pearsoni
Petrogale godmani,Cloacina pearsoni
Petrogale herberti,Cloacina pearsoni
Petrogale inornata,Cloacina pearsoni
Petrogale lateralis,Cloacina pearsoni
Petrogale mareeba,Cloacina pearsoni
Petrogale penicillata,Cloacina pearsoni
Petrogale sharmani,Cloacina pearsoni
Petrogale xanthopus,Cloacina pearsoni
Macropus giganteus,Cloacina pelops
Macropus agilis,Cloacina petrogale
Macropus eugenii,Cloacina petrogale
Macropus parryi,Cloacina petrogale
Petrogale assimilis,Cloacina petrogale
Petrogale brachyotis,Cloacina petrogale
Petrogale godmani,Cloacina petrogale
Petrogale inornata,Cloacina petrogale
Petrogale lateralis,Cloacina petrogale
Petrogale penicillata,Cloacina petrogale
Petrogale assimilis,Cloacina petronius
Petrogale coenensis,Cloacina petronius
Petrogale godmani,Cloacina petronius
Petrogale herberti,Cloacina petronius
Petrogale inornata,Cloacina petronius
Petrogale mareeba,Cloacina petronius
Petrogale sharmani,Cloacina petronius
Macropus eugenii,Cloacina phaeax
Macropus agilis,Cloacina phaedra
Macropus parryi,Cloacina phaedra
Macropus antilopinus,Cloacina phaethon
Macropus robustus,Cloacina phaethon
