"","Host","Parasite","ParasiteFull","group","locality","hostgroup"
"24045","Microtus subterraneus","Strobilocercus fasciolaris","Strobilocercus fasciolaris (Rudolphi, 1808)","Cestoda","Czechoslovakia","Mammalia"
"24046","Pitymys tatricus","Strobilocercus fasciolaris","Strobilocercus fasciolaris (Rudolphi, 1808)","Cestoda","Czechoslovakia",NA
"24047","Rattus norvegicus","Strobilocercus fasciolaris","Strobilocercus fasciolaris (Rudolphi, 1808)","Cestoda","Czechoslovakia","Mammalia"
"24050","Apodemus flavicollis","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia","Mammalia"
"24051","Apodemus sylvaticus","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia","Mammalia"
"24052","Canis lupus","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia","Mammalia"
"24053","Myodes glareolus","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia",NA
"24054","Felis silvestris","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia","Mammalia"
"24055","Meles meles","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia","Mammalia"
"24056","Microtus arvalis","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia","Mammalia"
"24057","Mustela nivalis","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia","Mammalia"
"24058","Ondatra zibethicus","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia","Mammalia"
"24059","Mustela putorius","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia","Mammalia"
"24060","Vulpes vulpes","Taenia crassiceps","Taenia crassiceps (Zeder, l800)","Cestoda","Czechoslovakia","Mammalia"
"24061","Canis lupus","Taenia hydatigena","Taenia hydatigena Pallas, 1766","Cestoda","Czechoslovakia","Mammalia"
"24062","Oligomyrmex capreolus","Taenia hydatigena","Taenia hydatigena Pallas, 1766","Cestoda","Czechoslovakia",NA
"24063","Cervus dama","Taenia hydatigena","Taenia hydatigena Pallas, 1766","Cestoda","Czechoslovakia",NA
"24064","Cervus elaphus","Taenia hydatigena","Taenia hydatigena Pallas, 1766","Cestoda","Czechoslovakia","Mammalia"
"24065","Lynx lynx","Taenia hydatigena","Taenia hydatigena Pallas, 1766","Cestoda","Czechoslovakia","Mammalia"
"24066","Ovis aries","Taenia hydatigena","Taenia hydatigena Pallas, 1766","Cestoda","Czechoslovakia","Mammalia"
"24067","Rupicapra rupicapra","Taenia hydatigena","Taenia hydatigena Pallas, 1766","Cestoda","Czechoslovakia","Mammalia"
"24068","Sus scrofa","Taenia hydatigena","Taenia hydatigena Pallas, 1766","Cestoda","Czechoslovakia","Mammalia"
"24069","Vulpes vulpes","Taenia hydatigena","Taenia hydatigena Pallas, 1766","Cestoda","Czechoslovakia","Mammalia"
"24070","Martes foina","Taenia intermedia","Taenia intermedia Rudolphi, 1810","Cestoda","Czechoslovakia","Mammalia"
"24071","Martes martes","Taenia intermedia","Taenia intermedia Rudolphi, 1810","Cestoda","Czechoslovakia","Mammalia"
"24072","Mustela ermina","Taenia intermedia","Taenia intermedia Rudolphi, 1810","Cestoda","Czechoslovakia",NA
"24073","Ondatra zibethicus","Taenia intermedia","Taenia intermedia Rudolphi, 1810","Cestoda","Czechoslovakia","Mammalia"
"24074","Mustela putorius","Taenia intermedia","Taenia intermedia Rudolphi, 1810","Cestoda","Czechoslovakia","Mammalia"
"24076","Neomys fodiens","Taenia leuckarti","Taenia leuckarti (Krabbe, 1869)","Cestoda","Czechoslovakia","Mammalia"
"24077","Sorex araneus","Taenia leuckarti","Taenia leuckarti (Krabbe, 1869)","Cestoda","Czechoslovakia","Mammalia"
"24078","Ondatra zibethicus","Taenia martis","Taenia martis (Zeder, 1803)","Cestoda","Czechoslovakia","Mammalia"
"24079","Felis silvestris","Taenia multiceps","Taenia multiceps Leske, 1780","Cestoda","Czechoslovakia","Mammalia"
"24080","Vulpes vulpes","Taenia multiceps","Taenia multiceps Leske, 1780","Cestoda","Czechoslovakia","Mammalia"
"24081","Vulpes vulpes","Taenia ovis","Taenia ovis (Cobbold, 1869)","Cestoda","Czechoslovakia","Mammalia"
"24082","Apodemus sylvaticus","Taenia parva","Taenia parva Baer, 1924","Cestoda","Czechoslovakia","Mammalia"
"24084","Apodemus flavicollis","Taenia pisiformis","Taenia pisiformis (Bloch, 1780)","Cestoda","Czechoslovakia","Mammalia"
"24085","Canis lupus","Taenia pisiformis","Taenia pisiformis (Bloch, 1780)","Cestoda","Czechoslovakia","Mammalia"
"24086","Myodes glareolus","Taenia pisiformis","Taenia pisiformis (Bloch, 1780)","Cestoda","Czechoslovakia",NA
"24087","Felis silvestris","Taenia pisiformis","Taenia pisiformis (Bloch, 1780)","Cestoda","Czechoslovakia","Mammalia"
"24088","Meles meles","Taenia pisiformis","Taenia pisiformis (Bloch, 1780)","Cestoda","Czechoslovakia","Mammalia"
"24089","Oryctolagus cuniculus","Taenia pisiformis","Taenia pisiformis (Bloch, 1780)","Cestoda","Czechoslovakia","Mammalia"
"24090","Putorius eversmani","Taenia pisiformis","Taenia pisiformis (Bloch, 1780)","Cestoda","Czechoslovakia",NA
"24091","Mustela putorius","Taenia pisiformis","Taenia pisiformis (Bloch, 1780)","Cestoda","Czechoslovakia","Mammalia"
"24092","Vulpes vulpes","Taenia pisiformis","Taenia pisiformis (Bloch, 1780)","Cestoda","Czechoslovakia","Mammalia"
"24094","Apodemus flavicollis","Taenia polyacantha","Taenia polyacantha (Leuckart, 1856)","Cestoda","Czechoslovakia","Mammalia"
"24095","Myodes glareolus","Taenia polyacantha","Taenia polyacantha (Leuckart, 1856)","Cestoda","Czechoslovakia",NA
"24096","Myodes rufocanus","Taenia polyacantha","Taenia polyacantha (Leuckart, 1856)","Cestoda","Czechoslovakia",NA
"24097","Mustela nivalis","Taenia polyacantha","Taenia polyacantha (Leuckart, 1856)","Cestoda","Czechoslovakia","Mammalia"
"24098","Oryctolagus cuniculus","Taenia polyacantha","Taenia polyacantha (Leuckart, 1856)","Cestoda","Czechoslovakia","Mammalia"
"24099","Rattus norvegicus","Taenia polyacantha","Taenia polyacantha (Leuckart, 1856)","Cestoda","Czechoslovakia","Mammalia"
"24100","Vulpes vulpes","Taenia polyacantha","Taenia polyacantha (Leuckart, 1856)","Cestoda","Czechoslovakia","Mammalia"
"24101","Bos taurus","Taenia saginata","Taenia saginata (Goeze, 1782)","Cestoda","Czechoslovakia","Mammalia"
"24102","Homo sapiens","Taenia saginata","Taenia saginata (Goeze, 1782)","Cestoda","Czechoslovakia","Mammalia"
"24103","Homo sapiens","Taenia solium","Taenia solium Linnaeus, 1758","Cestoda","Czechoslovakia","Mammalia"
"24107","Apodemus flavicollis","Taenia taeniaeformis","Taenia taeniaeformis (Batsch, 1786)","Cestoda","Czechoslovakia","Mammalia"
"24108","Canis lupus","Taenia taeniaeformis","Taenia taeniaeformis (Batsch, 1786)","Cestoda","Czechoslovakia","Mammalia"
"24109","Felis silvestris","Taenia taeniaeformis","Taenia taeniaeformis (Batsch, 1786)","Cestoda","Czechoslovakia","Mammalia"
"24110","Homo sapiens","Taenia taeniaeformis","Taenia taeniaeformis (Batsch, 1786)","Cestoda","Czechoslovakia","Mammalia"
"24111","Lynx lynx","Taenia taeniaeformis","Taenia taeniaeformis (Batsch, 1786)","Cestoda","Czechoslovakia","Mammalia"
"24112","Microtus arvalis","Taenia taeniaeformis","Taenia taeniaeformis (Batsch, 1786)","Cestoda","Czechoslovakia","Mammalia"
"24113","Mustela nivalis","Taenia taeniaeformis","Taenia taeniaeformis (Batsch, 1786)","Cestoda","Czechoslovakia","Mammalia"
"24114","Ondatra zibethicus","Taenia taeniaeformis","Taenia taeniaeformis (Batsch, 1786)","Cestoda","Czechoslovakia","Mammalia"
"24115","Phasianus colchicus","Taenia taeniaeformis","Taenia taeniaeformis (Batsch, 1786)","Cestoda","Czechoslovakia","Aves"
"24116","Vulpes vulpes","Taenia taeniaeformis","Taenia taeniaeformis (Batsch, 1786)","Cestoda","Czechoslovakia","Mammalia"
"24118","Myodes glareolus","Taenia tenuicollis","Taenia tenuicollis Rudolphi, 1819","Cestoda","Czechoslovakia",NA
"24119","Martes foina","Taenia tenuicollis","Taenia tenuicollis Rudolphi, 1819","Cestoda","Czechoslovakia","Mammalia"
"24120","Mustela ermina","Taenia tenuicollis","Taenia tenuicollis Rudolphi, 1819","Cestoda","Czechoslovakia",NA
"24121","Mustela nivalis","Taenia tenuicollis","Taenia tenuicollis Rudolphi, 1819","Cestoda","Czechoslovakia","Mammalia"
"24122","Mustela putorius","Taenia tenuicollis","Taenia tenuicollis Rudolphi, 1819","Cestoda","Czechoslovakia","Mammalia"
"24123","Homo sapiens","Taeniarhynchus saginatus","Taeniarhynchus saginatus (Goeze, 1782)","Cestoda","Czechoslovakia","Mammalia"
"24124","Podiceps cristatus","Tatria acanthorhyncha","Tatria acanthorhyncha (Wedl, 1855)","Cestoda","Czechoslovakia","Aves"
"24125","Colymbus nigricollis","Tatria acanthorhyncha","Tatria acanthorhyncha (Wedl, 1855)","Cestoda","Czechoslovakia",NA
"24126","Colymbus ruficollis","Tatria acanthorhyncha","Tatria acanthorhyncha (Wedl, 1855)","Cestoda","Czechoslovakia",NA
"24127","Podiceps nigricollis","Tatria acanthorhyncha","Tatria acanthorhyncha (Wedl, 1855)","Cestoda","Czechoslovakia","Aves"
"24128","Tachybaptus ruficollis","Tatria acanthorhyncha","Tatria acanthorhyncha (Wedl, 1855)","Cestoda","Czechoslovakia","Aves"
"24130","Podiceps cristatus","Tatria biremis","Tatria biremis Kowalewski, 1905","Cestoda","Czechoslovakia","Aves"
"24131","Colymbus griseigena","Tatria biremis","Tatria biremis Kowalewski, 1905","Cestoda","Czechoslovakia",NA
"24132","Colymbus ruficollis","Tatria biremis","Tatria biremis Kowalewski, 1905","Cestoda","Czechoslovakia",NA
"24133","Podiceps cristatus","Tatria biremis","Tatria biremis Kowalewski, 1905","Cestoda","Czechoslovakia","Aves"
"24134","Podiceps nigricollis","Tatria biremis","Tatria biremis Kowalewski, 1905","Cestoda","Czechoslovakia","Aves"
"24137","Libellula quadrimaculata","Tatria decacantha","Tatria decacantha Fuhrmann, 1913","Cestoda","Czechoslovakia","Insecta"
"24138","Podiceps cristatus","Tatria decacantha","Tatria decacantha Fuhrmann, 1913","Cestoda","Czechoslovakia","Aves"
"24139","Podiceps nigricollis","Tatria decacantha","Tatria decacantha Fuhrmann, 1913","Cestoda","Czechoslovakia","Aves"
"24140","Tachybaptus ruficollis","Tatria decacantha","Tatria decacantha Fuhrmann, 1913","Cestoda","Czechoslovakia","Aves"
"24141","Podiceps nigricollis","Tatria gulyaevi","Tatria gulyaevi Vasileva, Gibson & Bray, 2003","Cestoda","Czechoslovakia","Aves"
"24142","Salmo salar","Tentacularia coryphaenae","Tentacularia coryphaenae Bosc, 1802","Cestoda","Czechoslovakia","Teleostei"
"24143","Hydroprogne tschegrava","Tetrabothrius cylindraceus","Tetrabothrius cylindraceus (Rud., 1819)","Cestoda","Czechoslovakia",NA
"24144","Hydrocoloeus minutus","Tetrabothrius cylindraceus","Tetrabothrius cylindraceus (Rud., 1819)","Cestoda","Czechoslovakia",NA
"24145","Chroicocephalus ridibundus","Tetrabothrius cylindraceus","Tetrabothrius cylindraceus (Rud., 1819)","Cestoda","Czechoslovakia",NA
"24146","Sterna hirundo","Tetrabothrius cylindraceus","Tetrabothrius cylindraceus (Rud., 1819)","Cestoda","Czechoslovakia","Aves"
"24147","Chroicocephalus ridibundus","Tetrabothrius erostris","Tetrabothrius erostris (Loennberg, l889)","Cestoda","Czechoslovakia",NA
"24148","Sterna hirundo","Tetrabothrius erostris","Tetrabothrius erostris (Loennberg, l889)","Cestoda","Czechoslovakia","Aves"
"24149","Gavia stellata","Tetrabothrius macrocephalus","Tetrabothrius macrocephalus (Rudolphi, 1810)","Cestoda","Czechoslovakia","Aves"
"24150","Podiceps cristatus","Tetrabothrius macrocephalus","Tetrabothrius macrocephalus (Rudolphi, 1810)","Cestoda","Czechoslovakia","Aves"
"24151","Podiceps nigricollis","Tetrabothrius macrocephalus","Tetrabothrius macrocephalus (Rudolphi, 1810)","Cestoda","Czechoslovakia","Aves"
"24153","Podiceps cristatus","Tetrabothrius perfidum","Tetrabothrius perfidum Joyeux & Baer, 1934","Cestoda","Czechoslovakia","Aves"
"24157","Acipenser ruthenus","Triaenophorus crassus","Triaenophorus crassus Forel, 1868","Cestoda","Czechoslovakia","Chondrostei"
"24159","Esox lucius","Triaenophorus crassus","Triaenophorus crassus Forel, 1868","Cestoda","Czechoslovakia","Teleostei"
"24160","Perca fluviatilis","Triaenophorus crassus","Triaenophorus crassus Forel, 1868","Cestoda","Czechoslovakia","Teleostei"
"24161","Proterorhinus marmoratus","Triaenophorus crassus","Triaenophorus crassus Forel, 1868","Cestoda","Czechoslovakia","Teleostei"
"24162","Silurus glanis","Triaenophorus crassus","Triaenophorus crassus Forel, 1868","Cestoda","Czechoslovakia","Teleostei"
"24164","Abramis sapa","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia","Teleostei"
"24165","Anguilla anguilla","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia","Teleostei"
"24166","Barbus meridionalis","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia","Teleostei"
"24167","Barbus petenyi","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia",NA
"24168","Chondrostoma nasus","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia","Teleostei"
"24169","Cyprinus carpio","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia","Teleostei"
"24170","Esox lucius","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia","Teleostei"
"24171","Hucho hucho","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia","Teleostei"
"24172","Lota lota","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia","Teleostei"
"24173","Perca fluviatilis","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia","Teleostei"
"24174","Salmo trutta","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia","Teleostei"
"24175","Sander lucioperca","Triaenophorus nodulosus","Triaenophorus nodulosus (Pallas, 1781)","Cestoda","Czechoslovakia",NA
"24176","Calidris minuta","Trichocephaloides birostrata","Trichocephaloides birostrata Clerc, 1906","Cestoda","Czechoslovakia","Aves"
"24177","Neomys fodiens","Triodontolepis triodontophora","Triodontolepis triodontophora (Soltys, 1953)","Cestoda","Czechoslovakia","Mammalia"
"24178","Sorex araneus","Triodontolepis triodontophora","Triodontolepis triodontophora (Soltys, 1953)","Cestoda","Czechoslovakia","Mammalia"
"24179","Anser albifrons","Tschertkovilepis barrowensis","Tschertkovilepis barrowensis (Schiller, 1952)","Cestoda","Czechoslovakia","Aves"
"24180","Anser albifrons","Tschertkovilepis krabbei","Tschertkovilepis krabbei (Kowalewski, 1895)","Cestoda","Czechoslovakia","Aves"
"24181","Anser fabalis","Tschertkovilepis krabbei","Tschertkovilepis krabbei (Kowalewski, 1895)","Cestoda","Czechoslovakia","Aves"
"24182","Anser anser","Tschertkovilepis setigera","Tschertkovilepis setigera (Froelich, 1789)","Cestoda","Czechoslovakia","Aves"
"24183","Branta canadensis","Tschertkovilepis setigera","Tschertkovilepis setigera (Froelich, 1789)","Cestoda","Czechoslovakia","Aves"
"24184","Anas platyrhynchos","Unciunia ciliata","Unciunia ciliata (Fuhrmann, 1913)","Cestoda","Czechoslovakia","Aves"
"24185","Alburnus alburnus","Valipora campylancristrota","Valipora campylancristrota (Wedl, 1855)","Cestoda","Czechoslovakia","Teleostei"
"24186","Ardea cinerea","Valipora campylancristrota","Valipora campylancristrota (Wedl, 1855)","Cestoda","Czechoslovakia","Aves"
"24187","Aristichthys nobilis","Valipora campylancristrota","Valipora campylancristrota (Wedl, 1855)","Cestoda","Czechoslovakia",NA
"24188","Carassius carassius","Valipora campylancristrota","Valipora campylancristrota (Wedl, 1855)","Cestoda","Czechoslovakia","Teleostei"
"24189","Ctenopharyngodon idella","Valipora campylancristrota","Valipora campylancristrota (Wedl, 1855)","Cestoda","Czechoslovakia","Teleostei"
"24190","Cyprinus carpio","Valipora campylancristrota","Valipora campylancristrota (Wedl, 1855)","Cestoda","Czechoslovakia","Teleostei"
"24192","Perca fluviatilis","Valipora campylancristrota","Valipora campylancristrota (Wedl, 1855)","Cestoda","Czechoslovakia","Teleostei"
"24193","Scardinius erythrophthalmus","Valipora campylancristrota","Valipora campylancristrota (Wedl, 1855)","Cestoda","Czechoslovakia","Teleostei"
"24194","Tinca tinca","Valipora campylancristrota","Valipora campylancristrota (Wedl, 1855)","Cestoda","Czechoslovakia","Teleostei"
"24195","Myodes glareolus","Vampirolepis ampla","Vampirolepis ampla Erhardova, 1955","Cestoda","Czechoslovakia",NA
"24196","Microtus agrestis","Vampirolepis ampla","Vampirolepis ampla Erhardova, 1955","Cestoda","Czechoslovakia","Mammalia"
"24197","Microtus subterraneus","Vampirolepis ampla","Vampirolepis ampla Erhardova, 1955","Cestoda","Czechoslovakia","Mammalia"
"24198","Pitymys tatricus","Vampirolepis ampla","Vampirolepis ampla Erhardova, 1955","Cestoda","Czechoslovakia",NA
"24199","Apodemus flavicollis","Vampirolepis asymmetrica","Vampirolepis asymmetrica (Janicki, 1904)","Cestoda","Czechoslovakia","Mammalia"
"24200","Apodemus sylvaticus","Vampirolepis asymmetrica","Vampirolepis asymmetrica (Janicki, 1904)","Cestoda","Czechoslovakia","Mammalia"
"24201","Ceratozetes gracilis","Vampirolepis asymmetrica","Vampirolepis asymmetrica (Janicki, 1904)","Cestoda","Czechoslovakia","Arachnida"
"24202","Myodes glareolus","Vampirolepis asymmetrica","Vampirolepis asymmetrica (Janicki, 1904)","Cestoda","Czechoslovakia",NA
"24203","Microtus agrestis","Vampirolepis asymmetrica","Vampirolepis asymmetrica (Janicki, 1904)","Cestoda","Czechoslovakia","Mammalia"
"24204","Microtus arvalis","Vampirolepis asymmetrica","Vampirolepis asymmetrica (Janicki, 1904)","Cestoda","Czechoslovakia","Mammalia"
"24205","Mus musculus","Vampirolepis asymmetrica","Vampirolepis asymmetrica (Janicki, 1904)","Cestoda","Czechoslovakia","Mammalia"
"24206","Microtus subterraneus","Vampirolepis asymmetrica","Vampirolepis asymmetrica (Janicki, 1904)","Cestoda","Czechoslovakia","Mammalia"
"24207","Rattus norvegicus","Vampirolepis asymmetrica","Vampirolepis asymmetrica (Janicki, 1904)","Cestoda","Czechoslovakia","Mammalia"
"24208","Myotis bechsteinii","Vampirolepis balsaci","Vampirolepis balsaci (Joyeux & Baer, 1934)","Cestoda","Czechoslovakia",NA
"24210","Barbastella barbastellus","Vampirolepis christensoni","Vampirolepis christensoni (Macy, 1931)","Cestoda","Czechoslovakia","Mammalia"
"24211","Miniopterus schreibersii","Vampirolepis christensoni","Vampirolepis christensoni (Macy, 1931)","Cestoda","Czechoslovakia","Mammalia"
"24212","Myotis mystacinus","Vampirolepis christensoni","Vampirolepis christensoni (Macy, 1931)","Cestoda","Czechoslovakia","Mammalia"
"24215","Erinaceus europaeus","Vampirolepis erinacei","Vampirolepis erinacei (Gmelin, l790)","Cestoda","Czechoslovakia","Mammalia"
